DateRecorded,State,CountyName,AllBedOccupancyRate
05/13/2020,WA,Kitsap,0.58
05/13/2020,WA,Kittitas,0.31
05/13/2020,WA,Klickitat,0.3
05/13/2020,WA,Lewis,0.46
05/13/2020,WA,Lincoln,0.72
05/13/2020,WA,Mason,0.52
05/13/2020,WA,Okanogan,0.21
05/13/2020,WA,Pacific,0.18
05/13/2020,WA,Pend Oreille,0.27
05/13/2020,WA,Pierce,0.8
05/13/2020,WA,San Juan,0.06
05/13/2020,WA,Skagit,0.65
05/13/2020,WA,Snohomish,0.74
05/13/2020,WA,Spokane,0.65
05/13/2020,WA,Stevens,0.47
05/13/2020,WA,Thurston,0.77
05/13/2020,WA,Walla Walla,0.5
05/13/2020,WA,Whatcom,0.8
05/13/2020,WA,Whitman,0.39
05/13/2020,WA,Yakima,0.57
05/13/2020,WI,Adams,0.07
05/13/2020,WI,Ashland,0.47
05/13/2020,WI,Barron,0.4
05/13/2020,WI,Brown,0.56
05/13/2020,WI,Burnett,0.11
05/13/2020,WI,Calumet,0.12
05/13/2020,WI,Chippewa,0.37
05/13/2020,WI,Clark,0.11
05/13/2020,WI,Columbia,0.34
05/13/2020,WI,Crawford,0.4
05/13/2020,WI,Dane,0.73
05/13/2020,WI,Dodge,0.15
05/13/2020,WI,Door,0.45
05/13/2020,WI,Douglas,0.3
05/13/2020,WI,Dunn,0.44
05/13/2020,WI,Eau Claire,0.6
05/13/2020,WI,Fond du Lac,0.5
05/13/2020,WI,Grant,0.2
05/13/2020,WI,Green,0.45
05/13/2020,WI,Green Lake,0.41
05/13/2020,WI,Iowa,0.36
05/13/2020,WI,Jackson,0.24
05/13/2020,WI,Jefferson,0.3
05/13/2020,WI,Juneau,0.19
05/13/2020,WI,Kenosha,0.57
05/13/2020,WI,La Crosse,0.61
05/13/2020,WI,Lafayette,0.11
05/13/2020,WI,Langlade,0.49
05/13/2020,WI,Lincoln,0.11
05/13/2020,WI,Manitowoc,0.31
05/13/2020,WI,Marathon,0.71
05/13/2020,WI,Marinette,0.51
05/13/2020,WI,Milwaukee,0.65
05/13/2020,WI,Monroe,0.38
05/13/2020,WI,Oconto,0.19
05/13/2020,WI,Oneida,0.43
05/13/2020,WI,Outagamie,0.49
05/13/2020,WI,Ozaukee,0.58
05/13/2020,WI,Pepin,0.14
05/13/2020,WI,Polk,0.35
05/13/2020,WI,Portage,0.38
05/13/2020,WI,Price,0.15
05/13/2020,WI,Racine,0.59
05/13/2020,WI,Richland,0.44
05/13/2020,WI,Rock,0.44
05/13/2020,WI,Rusk,0.15
05/13/2020,WI,Sauk,0.34
05/13/2020,WI,Sawyer,0.33
05/13/2020,WI,Shawano,0.53
05/13/2020,WI,Sheboygan,0.38
05/13/2020,WI,St. Croix,0.29
05/13/2020,WI,Taylor,0.28
05/13/2020,WI,Trempealeau,0.4
05/13/2020,WI,Vernon,0.25
05/13/2020,WI,Vilas,0.29
05/13/2020,WI,Walworth,0.45
05/13/2020,WI,Washburn,0.22
05/13/2020,WI,Washington,0.51
05/13/2020,WI,Waukesha,0.57
05/13/2020,WI,Waupaca,0.36
05/13/2020,WI,Waushara,0.2
05/13/2020,WI,Winnebago,0.49
05/13/2020,WI,Wood,0.76
05/13/2020,WV,Barbour,0.45
05/13/2020,WV,Berkeley,0.66
05/13/2020,WV,Boone,0.44
05/13/2020,WV,Braxton,0.08
05/13/2020,WV,Brooke,0.44
05/13/2020,WV,Cabell,0.77
05/13/2020,WV,Calhoun,0.16
05/13/2020,WV,Fayette,0.46
05/13/2020,WV,Grant,0.63
05/13/2020,WV,Greenbrier,0.37
05/13/2020,WV,Harrison,0.66
05/13/2020,WV,Jackson,0.31
05/13/2020,WV,Jefferson,0.45
05/13/2020,WV,Kanawha,0.64
05/13/2020,WV,Lewis,0.7
05/13/2020,WV,Logan,0.47
05/13/2020,WV,Marion,0.29
05/13/2020,WV,Marshall,0.29
05/13/2020,WV,Mason,0.17
05/13/2020,WV,McDowell,0.12
05/13/2020,WV,Mercer,0.64
05/13/2020,WV,Mineral,0.24
05/13/2020,WV,Mingo,0.15
05/13/2020,WV,Monongalia,0.77
05/13/2020,WV,Morgan,0.34
05/13/2020,WV,Nicholas,0.5
05/13/2020,WV,Ohio,0.45
05/13/2020,WV,Pocahontas,0.16
05/13/2020,WV,Preston,0.36
05/13/2020,WV,Raleigh,0.48
05/13/2020,WV,Randolph,0.29
05/13/2020,WV,Roane,0.31
05/13/2020,WV,Summers,0.3
05/13/2020,WV,Taylor,0.3
05/13/2020,WV,Tyler,0.03
05/13/2020,WV,Upshur,0.41
05/13/2020,WV,Webster,0.06
05/13/2020,WV,Wood,0.64
05/13/2020,WY,Albany,0.22
05/13/2020,WY,Big Horn,0.42
05/13/2020,WY,Campbell,0.27
05/13/2020,WY,Carbon,0.2
05/13/2020,WY,Converse,0.31
05/13/2020,WY,Crook,0.15
05/13/2020,WY,Fremont,0.14
05/13/2020,WY,Goshen,0.2
05/13/2020,WY,Hot Springs,0.14
05/13/2020,WY,Johnson,0.28
05/13/2020,WY,Laramie,0.54
05/13/2020,WY,Lincoln,0.25
05/13/2020,WY,Natrona,0.55
05/13/2020,WY,Niobrara,0.81
05/13/2020,WY,Park,0.38
05/13/2020,WY,Platte,0.17
05/13/2020,WY,Sheridan,0.37
05/13/2020,WY,Sweetwater,0.25
05/13/2020,WY,Teton,0.36
05/13/2020,WY,Uinta,0.58
05/13/2020,WY,Washakie,0.29
05/13/2020,WY,Weston,0.6
